token,pca_2_component_1,pca_2_component_2,word_count
zilch,-0.120663404,-0.02419722,6
alarms,-0.12136875,0.16089301,6
embellished,-0.15899415,0.16494308,6
nypd,0.22101338,-0.082680255,6
rdcapukxse,-0.20318626,0.07329992,6
responsibili,-0.36292583,0.15113671,6
toni,-0.09658321,0.011499173,6
laments,-0.07623755,0.15632378,6
froomkin,-0.14097114,0.061960008,6
escaped,-0.3287037,0.11427673,6
iyaj,-0.101609245,-0.15924811,6
krisbm,-0.23541543,0.16252409,6
foreig,-0.22255847,0.16028486,6
stgf,0.06741592,-0.03936287,6
tearin,-0.09435572,-0.024909427,6
vbai,-0.21614411,-0.14048573,6
goats,-0.25566885,-0.091449596,6
stats,-0.06063964,-0.05869957,6
ofu,-0.042569395,-0.0734231,6
gp,-0.1672639,0.07496877,6
tout,-0.1435448,-0.044408355,6
illdiscourse,-0.09387746,-0.06424825,6
zut,0.08098251,0.013565604,6
sciencematters,-0.3326479,-0.023920756,6
stalwart,-0.4127611,-0.03890151,6
hvk,-0.18848039,-0.02887429,6
vnus,-0.1057367,0.0008002501,6
swaths,0.018603828,-0.047148824,6
asshat,-0.29995504,0.08910011,6
dmon,-0.25921804,-0.08350715,6
outperformed,0.10418584,0.11023261,6
pangolin,-0.09531479,-0.01815928,6
havoc,-0.051427975,-0.0178642,6
maddenifico,-0.05212381,0.04124893,6
rubbish,-0.2653193,-0.04850948,6
xarpsjkheb,-0.30700168,-0.024452642,6
fredo,-0.01945075,-0.03817133,6
sickoftheswamp,-0.1808939,0.05707767,6
gazillion,0.12673086,-0.20246634,6
trafficker,-0.113684006,0.07422685,6
fcu,-0.13483733,0.12687445,6
unquestionably,-0.28182873,0.12988661,6
stevebousquet,-0.085795134,0.21287744,6
resul,-0.23006631,-0.01775198,6
environmental,-0.12497882,-0.046795245,6
danwantsfreedom,-0.33297858,0.103170075,6
privacy,-0.13711537,-0.039261222,6
sayi,-0.331017,0.02194535,6
lawbreaker,-0.13829468,-0.0048538772,6
miamidadedems,-0.08651978,0.09781437,6
kokereport,-0.15623647,0.00488975,6
dana,-0.07689247,-0.05855778,6
stevesimeonidis,-0.07169303,0.15259641,6
indicating,0.20437287,0.21122134,6
nev,-0.06534053,0.006657411,6
twitt,-0.14080025,0.11116953,6
singing,-0.26119635,0.032653708,6
autocratic,-0.35381392,0.04348297,6
corrosive,-0.45794934,0.116877414,6
jamisonfoser,-0.17532516,0.077988364,6
millionaire,-0.07179839,-0.14259617,6
fibcdal,-0.35154352,-0.019746387,6
cigar,-0.0074057016,0.06578374,6
drivel,-0.079106845,-0.1222632,6
heckyessica,-0.17523691,-0.10344485,6
imagines,-0.18784474,0.0044091363,6
monstrously,-0.5254731,0.30955422,6
thelindsayellis,-0.2303574,0.15196362,6
vulnerabl,-0.05672077,-0.0089171715,6
racysicilian,-0.06648204,0.03999117,6
lasko,0.025388993,-0.042576708,6
fmygmo,0.18289958,-0.004093698,6
holly_wv,-0.28073105,0.018342841,6
bhb,0.15303178,-0.023722569,6
impeachmenttri,-0.19483824,0.14603472,6
cugv,-0.27666238,-0.028878856,6
stenography,-0.17306602,-0.030200081,6
lamontfrazier,-0.1300118,0.105470456,6
misery,-0.16202077,-0.0019325438,6
existent,-0.06316985,-0.10207641,6
fwiw,-0.03897092,0.022352166,6
bekindhavehope,-0.25330102,0.083537124,6
sins,-0.19626108,0.1230515,6
wdunlap,-0.5635932,0.006340459,6
dut,-0.24649929,0.29086262,6
optimisti,-0.26060832,0.030489648,6
requir,-0.3144561,0.22948037,6
gri,-0.16593024,0.079415366,6
ideally,-0.38819942,0.22531322,6
frighten,-0.014006072,0.0140150385,6
fridaythoughts,-0.10223004,0.102889374,6
wlzmkuf,0.0114076305,0.010978962,6
incontestable,-0.018474743,-0.10685974,6
georgetownicap,-0.07815512,0.20355785,6
marginalized,0.26733154,-0.27506426,6
ritual,-0.14416191,-0.0033745698,6
stormmela,-0.19075939,0.060680244,6
nun,-0.29204825,0.120426424,6
impaneling,-0.22309071,0.45338023,6
enthusiastic,-0.0766454,-0.14106394,6
artistspo,-0.29057086,0.055040244,6
fruma,-0.047179814,0.12833825,6
nancywallacega,-0.022727951,-0.060366463,6
aubsykwmcs,-0.4634864,0.31161946,6
halliejackson,-0.218291,0.2437464,6
vietnam,-0.25519398,-0.024217345,6
whipclyburn,-0.21098301,0.031703547,6
laurenunderwood,-0.30635744,-0.025495743,6
destruc,-0.26619467,0.04501064,6
bergdahl,-0.0852335,0.09917177,6
distributed,-0.5197034,0.05744352,6
paintking,0.07877888,0.0017100062,6
bord,-0.07702786,0.11273151,6
easiest,-0.40448645,-0.04586762,6
empathize,0.012703044,-0.117341764,6
specifi,-0.15270099,-0.039054226,6
immortal,-0.09565106,0.067475185,6
err,-0.18910897,0.025845114,6
suits,-0.3743746,0.017141819,6
econ,-0.12160031,0.01575447,6
bogged,-0.27747452,0.016647415,6
welcomes,-0.109052844,-0.13743953,6
uffish,-0.045950346,0.033482745,6
paving,-0.18467334,0.20434736,6
burb,0.1749161,-0.08394192,6
wood,0.23513919,-0.065433525,6
tulgey,0.16257784,-0.038957402,6
whiffling,0.1753062,-0.049611304,6
jabberwock,0.084571406,-0.058377884,6
truthout,-0.16123322,0.11457631,6
lucrative,-0.31756324,-0.025444373,6
crowded,-0.4227256,-0.12654565,6
diamond,-0.106402375,0.08775135,6
unforced,-0.022706216,-0.12069871,6
distress,-0.37122348,0.04353277,6
outlier,-0.3304058,0.14339241,6
jpg,-0.059392728,0.044702917,6
murdock,-0.24929492,0.035486486,6
parasite,-0.008489154,0.07020987,6
dug,-0.17358457,-0.04014558,6
melski,-0.10453931,-0.049421735,6
piles,-0.08221454,-0.0034659822,6
j_gelling,0.08201096,-0.04935501,6
jonlovett,-0.17188601,0.08601563,6
magnum,-0.357398,0.1060233,6
manbaby,-0.02151229,-0.14830604,6
unearths,-0.13625589,0.16639435,6
den,-0.031551328,0.03581407,6
lqrl,0.035264757,0.031501602,6
behold,-0.3809672,0.21256393,6
swawell,0.1132838,-0.14095336,6
allycat,-0.18428223,0.11911696,6
sauce,-0.26595083,-0.03731377,6
disenfranchise,-0.2215257,0.027183218,6
cacophony,-0.16195467,-0.08917873,6
goplies,0.03137278,0.11389569,6
qnslov,-0.14911635,-0.045379262,6
wittes,-0.34413707,0.13035904,6
psychiatrists,0.1098154,0.08943971,6
vulgarity,-0.0047915713,-0.0105551835,6
marrying,-0.11515166,0.056289855,6
senatefloor,-0.26550767,-0.04617065,6
svfnsnkldt,-0.178417,0.05369147,6
abridged,0.17268945,-0.084028915,6
lacadri,-0.22476572,0.007862789,6
hectored,-0.253412,0.023133893,6
righteousness,-0.028780935,0.004060115,6
pander,-0.047340464,-0.12632284,6
iamamnanawaz,-0.17985097,0.10218654,6
unilateral,-0.04749454,0.099146366,6
binders,-0.085390836,0.103179105,6
chica_leolatina,-0.31478778,0.11704579,6
cannon,-0.146831,0.0075073848,6
kagsoldier,-0.37714916,0.069857,6
wrists,0.114638045,0.071592614,6
badfoxgraphics,0.0114428755,0.060371153,6
tunes,-0.17592296,-0.062268667,6
redo,-0.42783454,0.14252608,6
narceducator,-0.06992344,0.07127994,6
surpris,-0.43611664,0.1203167,6
facilities,-0.21999058,-0.045590978,6
walmart,-0.18306836,0.0132325785,6
hawk,0.0092543,-0.021802973,6
smelled,0.003950807,-0.10412145,6
frm,0.120555975,-0.06480011,6
boomerangs,-0.35658634,0.43744788,6
engineered,0.15899363,0.07103044,6
speedway,-0.025849532,-0.2700252,6
nos,0.04526441,0.1406941,6
oakland,0.22136107,-0.12863769,6
nicoxw,-0.14548983,0.14274777,6
fak,-0.18762,0.06811184,6
anythi,-0.25931945,0.08873447,6
catlover,-0.2970484,0.16572347,6
coyote,-0.008668207,0.1335995,6
warchest,-0.28712094,-0.03847081,6
lau,0.0077028726,0.01081558,6
fkyxj,-0.0865541,0.11964432,6
monumentally,-0.1724161,-0.11680652,6
fridayfeeling,-0.2999388,-0.113288246,6
beck,-0.019486867,0.025663631,6
foreigners,-0.22370954,0.12851678,6
shouted,-0.083891414,-0.061743278,6
retweetfest,-0.030202335,0.045478757,6
xnqu,-0.14121719,-0.0020202629,6
quickl,-0.31413576,-0.026843382,6
rao,0.1086718,0.06198895,6
sotomayor,-0.15293026,0.27023682,6
anticipates,-0.23229675,0.1612099,6
uxgm,-0.14425729,-0.012394327,6
gkx,-0.49263453,0.33919758,6
leesessions,0.18333939,-0.053584736,6
azmiezusbf,0.25340205,-0.058687232,6
unnerved,-0.48725122,0.17545795,6
kathrynyates,-0.089612186,-0.12434595,6
moreyears,-0.19818477,-0.12558004,6
rogan,-0.12176781,-0.099361144,6
trans,-0.08049854,0.030818358,6
abefroman,-0.0502094,0.08710769,6
malice,-0.2537176,-0.098100714,6
loosing,-0.11936082,0.021221371,6
adjourned,-0.23544653,0.22621734,6
relegated,-0.15938495,0.046366908,6
pushback,0.10617148,0.062456384,6
clincher,0.09531478,0.032634933,6
plummets,-0.014115205,0.10148165,6
sextape,-0.033359002,-0.07080593,6
denton,-0.04640179,0.027297685,6
mattmfm,-0.29503533,0.20250258,6
zandirts,-0.4691284,-0.005220625,6
subsequent,-0.29474562,0.20353875,6
bluest,0.10792664,0.079496786,6
rmrising,0.06754591,0.09472076,6
bradsherman,-0.1463365,-0.052110016,6
avneiovzjl,-0.050494887,-0.14499179,6
mickishapiro,-0.060324043,-0.1127431,6
xwtqiz,0.07691763,-0.12561399,6
sailed,-0.340913,-0.039901927,6
georgesoros,0.007474357,0.18827654,6
probing,-0.1581977,0.15542294,6
industrial,-0.102234215,-0.009439324,6
juices,0.13510008,0.011905063,6
rogues,-0.058507778,0.077062644,6
magamorons,-0.3950916,0.07676173,6
heaped,-0.15089335,-0.03303491,6
emailed,-0.24119845,0.14186253,6
obsolete,-0.0969551,0.14342175,6
transgressions,-0.25918445,0.20648958,6
ashley,-0.07987856,-0.05467402,6
kpolantz,-0.12196003,0.119511865,6
fraternizing,-0.08413736,0.13141264,6
guesses,-0.076928414,0.07846025,6
ninety,-0.35758054,-0.22745138,6
laurenhydr,-0.20444082,-0.0052954755,6
indignity,-0.22068658,0.27732146,6
rubs,-0.3357177,0.03893818,6
curling,0.28043026,-0.1274868,6
wheresmitch,-0.022833722,0.048802376,6
bvweir,-0.2324981,0.06633995,6
actblue,0.02850315,-0.004176576,6
samsanderson,-0.062017433,0.18283774,6
arrestrandpaul,0.013225136,0.120429575,6
mouthpiece,-0.16288471,0.08718984,6
witho,-0.26393223,0.24097995,6
marieresists,-0.10049726,0.06597346,6
loopemma,-0.17607273,0.15074167,6
supplies,-0.09920018,-6.451243e-05,6
presidentfubar,-0.15907995,0.11380661,6
concerne,-0.308391,0.19339667,6
trumpmovementus,-0.14575857,0.12981361,6
tiger,-0.121381685,0.033900924,6
anninquirer,-0.0050475625,-0.09724089,6
keystone,-0.15859245,0.011696161,6
stuart,0.17675482,0.08171458,6
realise,0.024468262,-0.03643333,6
violets,0.04022973,-0.096689306,6
repdesaulnier,-0.15625654,0.09447527,6
leq,-0.106744304,0.021161366,6
halfway,-0.17602302,-0.000525137,6
graveyard,-0.26187345,0.039488368,6
saltygulf,-0.032928158,0.15299888,6
manly,-0.17482743,0.0040519317,6
formulation,-0.2506105,0.0861099,6
kateabc,-0.39642084,-0.20918943,6
qh,-0.30965587,0.06566877,6
carolyn,0.050547145,0.04351094,6
scorches,-0.3938126,0.14646211,6
beavoter,0.29536307,-0.088645026,6
rklibdcefc,-0.23796852,0.071974166,6
types,-0.3625388,-0.023415003,6
hcooe,-0.39616555,0.14515449,6
situat,0.007620488,0.071094446,6
ptobprsv,-0.28256884,0.16573557,6
bizpacreview,-0.16085647,0.023089772,6
airlines,-0.05655462,0.045348037,6
tvguide,-0.033334345,-0.02109496,6
billbut,0.33790198,-0.10985873,6
leuenbergeranna,0.23884225,-0.16365255,6
ampoliticalsite,-0.23012578,0.14864056,6
gridlock,-0.21442401,0.08090534,6
nielsen,0.0067238053,0.07708457,6
marshaling,-0.07370913,0.22165978,6
stubborn,-0.33492765,0.073623,6
disbar,-0.098474704,0.081163585,6
drnikkimartinez,-0.25967327,0.0790085,6
nunesknew,-0.033161193,0.051424306,6
donrood,-0.4086197,0.0090783145,6
jhi,-0.0054113357,0.153664,6
johntieso,-0.11946535,-0.03500292,6
justinfrankmd,-0.30583134,0.108299315,6
ment,-0.18359499,0.061975725,6
buxdsl,-0.044914678,0.2272376,6
poorest,-0.3200697,0.057788607,6
administra,-0.2250969,0.075158775,6
awprokop,-0.14976332,0.13690074,6
maddowparnas,-0.016490335,0.07575893,6
tripgabriel,-0.34382948,0.1801171,6
dothinkin,-0.2120797,-0.030617913,6
united__uk,-0.21632291,-0.04103235,6
spackling,0.005173409,-0.3818214,6
tun,-0.16167672,0.053857002,6
perv,0.023602737,-0.0782323,6
ahhh,-0.20636937,0.1364082,6
fakeimpeachment,-0.09645179,-0.119413316,6
brendannyhan,-0.014352595,0.20930551,6
hollidid,-0.3187266,-0.03642441,6
fortunate,-0.12399197,0.111894324,6
ccindyt,-0.32688817,-0.049101077,6
fft,-0.20017561,-0.018454231,6
northam,0.029671006,-0.12041896,6
nbxg,-0.21363589,-0.016395314,6
rds,-0.19759414,0.12212636,6
admired,-0.3192806,-0.052501492,6
bnkdftrp,-0.06319473,0.027877774,6
xpo,-0.11443954,-0.26974767,6
aun,-0.17200291,-0.2915162,6
conception,0.057780877,-0.06347836,6
monologue,-0.06592049,0.042421106,6
circa,-0.24050574,0.0025216013,6
jaded,-0.2297181,0.025707198,6
fqei,-0.09297647,0.15655756,6
ccot,0.17597918,-0.26668972,6
danbackeresq,-0.32874882,0.09996784,6
thumper,0.21099345,-0.013481875,6
proceeds,-0.06724535,-0.017476572,6
hyfbmtymqf,-0.10499819,-0.10728656,6
achieving,-0.38080373,0.010591499,6
serv,-0.29182225,0.028944375,6
overreach,-0.31476024,-0.04640483,6
amidst,-0.1763085,0.0578325,6
inslee,-0.038429447,-0.011339272,6
repgregmurphy,-0.29785448,0.043043498,6
grey,-0.11204239,-0.048388068,6
schift,-0.26439357,0.06720727,6
showdown,-0.10402251,-0.007727748,6
contending,0.12676954,-0.030926693,6
unst,0.033575777,0.00061043317,6
pirate_puddle,-0.37303537,0.046329904,6
supremacy,0.15156771,0.06708633,6
selena_adera,-0.52058643,0.11768785,6
lockhimup,-0.17578466,0.12281423,6
chrisjdmartin,-0.17686833,-0.06391043,6
bur,-0.10575862,-0.05502988,6
lemmings,-0.15231736,0.02515929,6
michaelmagausn,-0.35856426,0.04635222,6
tomcottonar,-0.0858643,-0.069234215,6
larrypolya,-0.3176186,0.028161546,6
bestisyettocome,-0.1872727,-0.10609206,6
scams,-0.09975704,-0.0848105,6
elmo,0.027894454,0.037758503,6
mailonline,-0.1301165,0.037612524,6
rwu,0.0218186,-0.019163739,6
orderly,-0.29671377,0.031712968,6
faithfully,-0.2179471,0.11028463,6
vacuum,-0.3301479,-0.05879204,6
screenshot,-0.0020900907,0.074927606,6
remembe,-0.102557965,-0.13580135,6
zer,-0.24651413,0.053934533,6
cre,-0.25467652,-0.068594724,6
usatodaydc,-0.0024702211,0.12453075,6
cafedotcom,-0.09715157,0.031819806,6
fearing,-0.0783124,-0.03072303,6
vapid,0.049360868,0.010877622,6
ciaramello,-0.08376961,0.097546495,6
oversees,-0.11757853,0.095551424,6
annually,-0.37219903,-0.025511691,6
steven,-0.08196826,0.017324906,6
hnijohnmiller,-0.25784993,0.04938789,6
residence,-0.079701684,-0.02782592,6
denounced,-0.08733912,0.24151717,6
procee,-0.16398309,0.1306626,6
gillesnfio,0.4823635,-0.094369344,6
mikegoff,-0.34110436,0.13232955,6
tortoise,-0.040775843,0.042675298,6
rubyrockstar,-0.29155448,0.10176644,6
kk,0.11307275,-0.018007662,6
gar,-0.22943406,0.07792643,6
kashoggi,-0.29122475,0.024060845,6
senatecloakroom,-0.31717715,0.24212885,6
caged,0.17210893,-0.105806105,6
gui,-0.17387803,0.18284725,6
backers,-0.0029300845,-0.03851813,6
opponen,-0.08741829,0.04996744,6
worki,-0.3026779,-0.06511351,6
tossing,-0.09883796,-0.009688779,6
pirro,-0.12273732,0.10247941,6
sufficiently,-0.26452312,0.07868151,6
juro,-0.1977955,0.2805137,6
kingsrush,-0.3261546,-0.037416216,6
barks,-0.04256696,0.21782655,6
vulgar,-0.39529446,0.012244456,6
drpaulgosar,-0.30144674,-0.08406789,6
jacksondiehl,-0.2357765,0.14571661,6
washpost,-0.10547332,0.098903954,6
ckey,-0.2181225,0.102786936,6
lifesafeast,-0.22751436,0.1859695,6
stink,-0.31696734,0.05933337,6
monger,-0.20629072,-0.049119756,6
vosjbra,-0.26587254,0.10065405,6
basedsavage_,-0.18473658,-0.13951308,6
crocodile,-0.15674481,-0.05928955,6
viola,-0.11835051,0.07143404,6
conscious,-0.13823348,0.061801698,6
grabs,-0.31664625,0.12994747,6
chang,-0.15671669,-0.025629539,6
kellicrackel,-0.34360933,-0.14279109,6
buzzfeednews,-0.03648232,0.019170308,6
iiggvgicm,-0.33837095,0.23541804,6
hubby,-0.12764008,0.0036738042,6
bal,0.021590063,-0.13286749,6
anthem,-0.17365192,0.097542115,6
ene,-0.037406255,0.042527225,6
wildest,-0.28566295,-0.055879693,6
dumbledore,-0.02516317,0.12629482,6
jaredkushner,-0.19973028,-0.08567192,6
persuading,-0.18063366,0.13977379,6
acceptance,-0.17152339,-0.11319286,6
defaming,-0.065198064,-0.2057334,6
criticizin,-0.43383372,-0.104630806,6
ammo,-0.3733593,-0.03797311,6
yvwuga,-0.042438988,-0.039542094,6
rockyg,-0.18482752,0.03557663,6
envelopes,-0.039880924,-0.13486393,6
sads,-0.39429036,-0.1179403,6
assessments,-0.5405729,0.20445076,6
promptly,-0.16284491,0.013142204,6
acarey,-0.31680855,0.19631882,6
eyed,-0.20145257,-0.055731017,6
halting,0.13426271,0.09485424,6
absorbed,-0.20593145,-0.013187358,6
orenishikiddo,-0.20522565,-0.021975815,6
fenrir_,-0.026971854,0.08021058,6
debbideedoodah,-0.09339605,0.10525372,6
manhattan,0.03697626,-0.024118321,6
donaldrusso,-0.29537898,0.06236535,6
offending,-0.27348587,-0.09730103,6
cage,-0.019250855,0.06988994,6
nealtaflinger,-0.11805586,-0.036961723,6
cig,0.09603861,0.03410245,6
goofy,-0.22727573,0.021846075,6
representations,-0.06529315,0.0638058,6
secretaries,-0.049797315,0.27316004,6
fencepost,-0.59566617,-0.0781599,6
hers,-0.09143559,-0.08970923,6
amusing,-0.18163042,0.063886605,6
escobar,-0.16442476,0.026344072,6
iwashrren,-0.5398766,0.1747648,6
disturbs,-0.12628937,0.08327606,6
lzmqiagrds,-0.038605154,-0.018145796,6
amazes,-0.21089272,0.16584907,6
rela,-0.011828855,0.21570694,6
persist,-0.28927752,-0.005379299,6
tomkag,-0.5198461,0.08229279,6
hjvra,-0.22276519,0.043862112,6
debunking,-0.039558396,0.097390585,6
theyre,-0.38583452,-0.13811037,6
douglas,-0.22797257,0.06530516,6
stateme,-0.023831055,0.088053495,6
casual,-0.19338633,0.086371906,6
seeming,-0.28382158,0.16638802,6
yourauntemma,-0.19053282,0.021401968,6
politibunny,-0.33386302,-0.026181392,6
figh,-0.03297259,-0.09420724,6
soars,-0.13475493,-0.06330709,6
beth,-0.35717896,-0.05667547,6
blitzer,-0.18642808,-0.0069210916,6
aboard,0.027217995,-0.053679608,6
asinine,-0.14525066,-0.03703592,6
burnett,0.16093566,-0.0144052245,6
sweetie,-0.48921636,0.034733497,6
ceding,-0.262092,0.25800842,6
scammed,-0.2500777,-0.12542324,6
bansisharma,-0.27490485,-0.020459615,6
gjwyeqvp,-0.1963884,0.2232898,6
wyoxpqqufs,-0.13922739,0.24768557,6
scottcrates,-0.35670203,0.07452922,6
benefitted,-0.119467355,0.1437009,6
nonverbal,0.085039206,0.19453205,6
ramping,-0.2922349,0.01548093,6
adequately,-0.30972108,0.25306764,6
tanks,-0.12942202,-0.056975048,6
mirandayaver,-0.30028138,0.14058754,6
brit,-0.021539524,-0.14042844,6
removegop,-0.27107233,0.006684647,6
glamelegance,-0.29669,0.12156798,6
rwwsslpqdd,-0.14073984,-0.08061494,6
tan,-0.21821311,0.12714851,6
iwe,-0.24362768,0.074959755,6
devaluing,-0.13525191,0.07725829,6
grueling,-0.4514562,0.12393186,6
abysmal,0.084895715,0.004353835,6
yb,-0.053171743,0.051273033,6
impeachagain,-0.15016352,-0.042336438,6
iy,-0.1866838,0.0342718,6
goo,-0.33296487,-0.12061472,6
lovelygigi,-0.23030815,0.08569157,6
tweeter,-0.2760511,0.05414767,6
didikins,-0.2790038,0.0163276,6
blacklist,0.0195034,0.12617226,6
flooded,-0.33180192,0.1423264,6
convers,-0.32333735,0.0104360515,6
repbrindisi,-0.049743067,-0.10176002,6
plantlady,-0.26407868,0.07124514,6
thieves,0.001036687,-0.09469973,6
fxp,0.23704556,-0.07421659,6
xujgw,-0.14823315,-0.116486765,6
pizza,0.13641721,0.024135623,6
rife,-0.07134131,0.12906994,6
angie,0.107491694,-0.012441096,6
tuwdle,-0.091049895,-0.028310848,6
charts,0.21602812,-0.056020528,6
rapes,-0.20292923,0.13578418,6
chea,-0.3720277,0.14731833,6
preemptive,-0.080705084,0.119670525,6
fella,-0.05962343,0.13072719,6
unholy,-0.002004167,-0.030857436,6
holmesjosh,-0.27510762,0.057707336,6
craig,0.11854875,-0.011421427,6
dumping,-0.16335075,0.078319125,6
wvufanagent,-0.4133288,0.018209215,6
patriotpurple,-0.08088617,-0.052037515,6
anarchist,-0.3734182,0.067795806,6
hwbhate,-0.19562723,0.008999162,6
countered,-0.11829503,0.06911769,6
sniffles,-0.12760979,-0.056858994,6
hooah,-0.34193337,0.031846646,6
unkind,-0.21963732,0.16296992,6
divider,-0.26361552,-0.004092674,6
demfromct,-0.18025345,-0.08715166,6
vids,-0.25879842,0.13397853,6
homealone,0.17380923,-0.007445009,6
gears,-0.12983093,-0.06029379,6
woi,-0.116640456,0.018815704,6
clewa,0.09196362,-0.15084973,6
dreadrea_g,-0.42796472,-0.03138151,6
fuc,-0.112900645,0.0065626223,6
dbonginoand,0.066051856,-0.1687999,6
decisiveness,0.036118753,-0.1759447,6
ciarame,-0.14164089,0.0862338,6
amyfiscus,0.11792989,0.13414593,6
phil,0.111863084,0.012686458,6
subplot,-0.29203898,0.11772844,6
pedal,-0.11627991,0.0064053824,6
inseparably,-0.38773593,0.06899942,6
ibvqkoclbn,-0.19337817,0.19778009,6
rpdandy,-0.061096516,0.10731681,6
caveat,-0.22099371,0.0901151,6
nickadamsinusa,-0.1058858,-0.050908685,6
burglary,-0.1408998,-0.040676557,6
grafton,-0.0011707443,0.07882583,6
concealed,-0.24941945,0.30943325,6
wasteful,-0.3582832,0.117089465,6
nqahuja,-0.14063367,-0.067277804,6
cindyprousa,-0.2130493,-0.12887207,6
measured,-0.0954464,-0.032914203,6
obscured,-0.25488114,0.06143958,6
cup,-0.13129835,-0.071906656,6
javelins,-0.17228004,0.08791566,6
lynch,-0.15576726,0.07418078,6
delegitimized,-0.105158135,0.3210518,6
blu,-0.038498502,0.09149024,6
geopolitically,0.029244658,0.052490093,6
alerting,-0.13120209,-0.013418909,6
kellysunshinet,-0.30349872,0.07740819,6
dismay,-0.17386118,-0.049142208,6
barn,-0.008701952,-0.016635478,6
vespertilioajr,-0.25289944,0.08003098,6
notmeus,-0.1722182,-0.07213491,6
runni,-0.098290384,0.13090266,6
the_news_diva,-0.33438557,0.13638511,6
bniy,-0.06663628,0.1771893,6
warmongers,-0.22143911,-0.03733858,6
dissenting,0.17589758,0.29053462,6
mourning,-0.46710226,0.040621515,6
jewvqji,-0.076845884,0.09127141,6
llrobertson,-0.29775095,0.23156083,6
mars,-0.18299346,-0.0708707,6
indignation,-0.044845473,-0.11481119,6
spygatedown,-0.013542078,-0.031739097,6
tension,-0.019276118,0.02455541,6
stablegenius,-0.10524453,-0.050261114,6
zpfy,0.08276261,-0.1218591,6
tomsgirlz,-0.15661836,-0.077558696,6
pennsylvanians,-0.27045462,0.10619224,6
motherfucking,-0.1838062,-0.07936001,6
juxtaposes,-0.1874099,-0.19149466,6
almighty,-0.16749707,-0.07147773,6
actio,0.054530047,0.10124967,6
aut,-0.2957006,0.1054958,6
lieber,0.31610447,-0.044535454,6
roar,-0.08402605,-0.20905925,6
donuts,-0.25135526,-0.10887607,6
tradeoff,-0.35402963,0.04126762,6
equality,-0.2439262,-0.054546602,6
norah,0.04421005,-0.051331148,6
drtyronewilson,-0.26276007,-0.018735576,6
pajjr,-0.08485878,0.11694243,6
nvodl,0.10607078,-0.18490277,6
bmjvy,-0.31797427,0.14177203,6
ggreenwald,-0.42694235,0.07749022,6
congratulate,-0.23315518,0.12056602,6
kelliwardaz,-0.2538733,0.22330828,6
portions,-0.28879195,0.17546089,6
politikiss,-0.1189855,-0.01591153,6
tracy,-0.15582901,0.020859703,6
bul,-0.11296123,-0.07627607,6
wzdjhe,-0.17072856,-0.1036248,6
shithole,-0.26362672,-0.21835618,6
perfidy,-0.11587157,0.07811979,6
fruits,-0.13223878,-0.10565865,6
eritrea,0.06737417,-0.18774363,6
crumbled,-0.30012894,-0.05837635,6
downplayed,-0.09621766,-0.16577497,6
disagreed,-0.12542436,0.12572639,6
dominating,-0.26340088,0.034462463,6
saf,-0.4285372,0.094201826,6
degrades,-0.36336914,0.053395502,6
frontline,-0.14445312,-0.020147989,6
readers,-0.024918716,0.10224852,6
repadamsmith,-0.3447172,0.1270957,6
reallposlaiko,-0.37082043,-0.083521925,6
willhurd,-0.00036763196,0.14301471,6
fait,-0.3165656,0.25509936,6
howard,-0.17750855,0.1612088,6
abrupt,0.15559575,0.19157396,6
totes,-0.08533557,0.005460942,6
gvptoswbnx,-0.2400519,0.07515094,6
profmjcleveland,-0.2917189,0.072291374,6
stevekingia,-0.15008773,-0.074107766,6
clapback,0.1337,-0.03790378,6
stalking,-0.08499913,0.073902145,6
dictionary,-0.13128082,0.11331428,6
maddenin,0.025835378,0.16710232,6
constr,-0.26481986,0.28450283,6
cobragirl,-0.08415743,-0.14989552,6
chiproytx,-0.3196038,0.0054514194,6
assassinates,0.018072639,-0.037718717,6
aworldoutofmind,-0.3819119,0.11880239,6
gdfuego,-0.10044185,0.0683091,6
spout,-0.3838368,0.020929081,6
jefftimmer,-0.10596944,0.08553175,6
kyle_feldscher,-0.038993698,0.15247858,6
lsham,-0.09887369,0.19504605,6
pghk,-0.23844802,0.093534395,6
exceeds,-0.2448445,-0.049278114,6
concedes,-0.25644162,0.23434678,6
technology,-0.06661432,0.045971885,6
spank,-0.0859465,-0.014494795,6
championed,-0.26341498,-0.002650991,6
mara,-0.14814259,0.097851805,6
greggwgme,-0.13829313,0.12229725,6
replication,-0.13771267,0.23170021,6
omarosa,-0.03570201,-0.022996752,6
warranting,-0.316459,-0.012080312,6
ducking,-0.19060807,-0.05481856,6
chop,-0.15207072,-0.029079402,6
lefty,-0.3202024,-0.013130567,6
righteousbabe,-0.29071373,0.14351246,6
nada,-0.18181796,-0.0135381725,6
atta,-0.030143619,0.026814507,6
sock,-0.18471211,-0.0027291456,6
brick,-0.11840264,-0.0038783618,6
instructive,-0.25022078,0.29382825,6
putrid,0.02511125,0.028440848,6
dq,-0.1564943,-0.047746763,6
ndl,-0.15667118,0.102262475,6
ldogls,0.24568313,0.097726785,6
welshsprout,0.45848045,-0.02403326,6
progpro,-0.10528472,-0.024310702,6
timessquare,0.13760132,0.09024255,6
deletes,-0.20597553,-0.019051274,6
owh,0.23753993,-0.016522702,6
dallasnews,-0.1902557,0.037543282,6
axqbdkr,-0.17921898,0.082986385,6
untruths,-0.06208166,-0.049198333,6
